0.123886	0	0.023
0.123904	0	0.023
0.123922	0	0.023
0.123939	0	0.023
0.123957	0	0.023
0.147761	0.023	0.023125
0.147761	0.023125	0.0232344
0.147761	0.0232344	0.0233301
0.147761	0.0233301	0.0234138
0.147779	0.023	0.023125
0.147779	0.023125	0.0232344
0.147779	0.0232344	0.0233301
0.147779	0.0233301	0.0234138
0.147779	0.0234138	0.0234871
0.147797	0.023	0.023125
0.147797	0.023125	0.0232344
0.147797	0.0232344	0.0233301
0.147797	0.0233301	0.0234138
0.147797	0.0234138	0.0234871
0.147797	0.0234871	0.0235512
0.147814	0.023	0.023125
0.147814	0.023125	0.0232344
0.147815	0.0232344	0.0233301
0.147815	0.0233301	0.0234138
0.147815	0.0234138	0.0234871
0.147832	0.023	0.023125
0.147832	0.023125	0.0232344
0.147832	0.0232344	0.0233301
0.147832	0.0233301	0.0234138
0.148029	0.0234871	0.0236762
0.148029	0.0236762	0.0238417
0.148029	0.0238417	0.0239865
0.148047	0.0234138	0.0236121
0.148047	0.0236121	0.0237856
0.148047	0.0237856	0.0239374
0.148047	0.0239374	0.0240702
0.148064	0.0234138	0.0236121
0.148064	0.0236121	0.0237856
0.148065	0.0237856	0.0239374
0.148189	0.0240702	0.0241864
0.148207	0.0239374	0.0240702
0.148207	0.0240702	0.0241864
0.148225	0.0234871	0.0236762
0.148225	0.0236762	0.0238417
0.148225	0.0238417	0.0239865
0.148225	0.0239865	0.0241132
0.148243	0.0235512	0.0237323
0.148243	0.0237323	0.0238908
0.148243	0.0238908	0.0240294
0.148439	0.0239865	0.0241132
0.149636	0.0241864	0.0244131
0.149654	0.0241864	0.0244131
0.149672	0.0241132	0.024349
0.149689	0.0240294	0.0242757
0.149707	0.0241132	0.024349
0.171761	0.0242757	0.0242413
0.171761	0.0242413	0.0242111
0.171761	0.0242111	0.0241847
0.171761	0.0241847	0.0241616
0.171779	0.024349	0.0243054
0.171779	0.0243054	0.0242672
0.171779	0.0242672	0.0242338
0.171779	0.0242338	0.0242046
0.171779	0.0242046	0.024179
0.171797	0.0244131	0.0243615
0.171797	0.0243615	0.0243163
0.171797	0.0243163	0.0242768
0.171797	0.0242768	0.0242422
0.171797	0.0242422	0.0242119
0.171797	0.0242119	0.0241854
0.171814	0.0244131	0.0243615
0.171814	0.0243615	0.0243163
0.171815	0.0243163	0.0242768
0.171815	0.0242768	0.0242422
0.171815	0.0242422	0.0242119
0.171832	0.024349	0.0243054
0.171832	0.0243054	0.0242672
0.171832	0.0242672	0.0242338
0.171832	0.0242338	0.0242046
0.172029	0.0242119	0.0243104
0.172029	0.0243104	0.0243966
0.172029	0.0243966	0.024472
0.172047	0.0242046	0.024304
0.172047	0.024304	0.024391
0.172047	0.024391	0.0244671
0.172047	0.0244671	0.0245337
0.172064	0.0241616	0.0242664
0.172064	0.0242664	0.0243581
0.172065	0.0243581	0.0244384
0.172279	0.0245337	0.024592
0.172297	0.0244384	0.0245086
0.172297	0.0245086	0.02457
0.172314	0.024179	0.0242816
0.172314	0.0242816	0.0243714
0.172315	0.0243714	0.02445
0.172315	0.02445	0.0245187
0.172332	0.0241854	0.0242872
0.172332	0.0242872	0.0243763
0.172332	0.0243763	0.0243293
0.172529	0.0243293	0.0242881
0.172547	0.024472	0.024413
0.172547	0.024413	0.0243614
0.173047	0.0242881	0.0243771
0.173047	0.0243771	0.024455
0.173047	0.024455	0.0245231
0.173064	0.0243614	0.0244412
0.173064	0.0244412	0.0245111
0.173065	0.0245111	0.0245722
0.173082	0.024592	0.024768
0.173082	0.024768	0.024797
0.173082	0.024797	0.0248224
0.173082	0.0248224	0.0248446
0.173243	0.0245187	0.0247039
0.173243	0.0247039	0.0247409
0.173243	0.0247409	0.0247733
0.173243	0.0247733	0.0248016
0.173279	0.02457	0.0247487
0.173279	0.0247487	0.0249052
0.173279	0.0249052	0.025042
0.173279	0.025042	0.0250368
0.173386	0.0250368	0.0250322
0.173386	0.0250322	0.0250281
0.173422	0.0245722	0.0246257
0.173422	0.0246257	0.0246725
0.173422	0.0246725	0.0245884
0.173439	0.0248446	0.024864
0.173439	0.024864	0.024881
0.17344	0.024881	0.0247709
0.175475	0.0248016	0.0250764
0.175475	0.0250764	0.0253169
0.175475	0.0253169	0.0255273
0.175475	0.0255273	0.0255864
0.175475	0.0255864	0.0255131
0.175475	0.0255131	0.0253239
0.175493	0.0245231	0.0248327
0.175493	0.0248327	0.0251036
0.175493	0.0251036	0.0253407
0.175493	0.0253407	0.0254231
0.175493	0.0254231	0.0253702
