DL/UL	time	frame	subF	slot	1stSym	symbol#	cellId	rnti	ccId	tbSize	mcs	rv	SINR(dB)	corrupt	TBler
DL	0.00403571	0	4	0	1	1	1	1	0	88	0	0	41.0982	0	0
DL	0.00405357	0	4	0	2	1	1	2	0	88	0	0	39.5124	0	0
DL	0.00407143	0	4	0	3	1	1	3	0	88	0	0	40.6808	0	0
DL	0.00408928	0	4	0	4	1	1	4	0	88	0	0	35.231	0	0
DL	0.00410714	0	4	0	5	1	1	5	0	88	0	0	41.7407	0	0
UL	0.00503571	0	5	0	1	1	1	1	0	88	0	0	41.0188 	0	0
UL	0.00505357	0	5	0	2	1	1	2	0	88	0	0	39.672 	0	0
UL	0.00507143	0	5	0	3	1	1	3	0	88	0	0	40.5519 	0	0
UL	0.00508928	0	5	0	4	1	1	4	0	88	0	0	35.3519 	0	0
UL	0.00510714	0	5	0	5	1	1	5	0	88	0	0	41.7869 	0	0
DL	0.00578571	0	5	3	1	1	1	1	0	2126	28	0	40.938	0	0
DL	0.00580357	0	5	3	2	1	1	2	0	2126	28	0	39.7914	0	0
DL	0.00582143	0	5	3	3	1	1	3	0	2126	28	0	40.5243	0	0
DL	0.00583928	0	5	3	4	1	1	4	0	2126	28	0	35.46	0	0
DL	0.00585714	0	5	3	5	1	1	5	0	2126	28	0	41.6285	0	0
DL	0.0340357	3	4	0	1	1	1	1	0	88	0	0	40.3004	0	0
DL	0.0340536	3	4	0	2	1	1	2	0	88	0	0	40.5296	0	0
DL	0.0340714	3	4	0	3	1	1	3	0	88	0	0	40.2767	0	0
DL	0.0340893	3	4	0	4	1	1	4	0	88	0	0	35.0758	0	0
DL	0.0341071	3	4	0	5	1	1	5	0	88	0	0	41.871	0	0
UL	0.0350357	3	5	0	1	1	1	1	0	88	0	0	40.3135 	0	0
UL	0.0350536	3	5	0	2	1	1	2	0	88	0	0	40.5885 	0	0
UL	0.0350714	3	5	0	3	1	1	3	0	88	0	0	40.2987 	0	0
UL	0.0350893	3	5	0	4	1	1	4	0	88	0	0	34.8674 	0	0
UL	0.0351071	3	5	0	5	1	1	5	0	88	0	0	41.8177 	0	0
DL	0.0357857	3	5	3	1	1	1	1	0	2126	28	0	40.1964	0	0
DL	0.0358036	3	5	3	2	1	1	2	0	2126	28	0	40.644	0	0
DL	0.0358214	3	5	3	3	1	1	3	0	2126	28	0	40.2026	0	0
DL	0.0358393	3	5	3	4	1	1	4	0	2126	28	0	34.7223	0	0
DL	0.0358571	3	5	3	5	1	1	5	0	2126	28	0	41.7022	0	0
DL	0.111786	11	1	3	1	1	1	1	0	88	0	0	41.1097	0	0
DL	0.111804	11	1	3	2	1	1	2	0	88	0	0	41.4819	0	0
DL	0.111821	11	1	3	3	1	1	3	0	88	0	0	41.517	0	0
DL	0.111839	11	1	3	4	1	1	4	0	88	0	0	36.2626	0	0
DL	0.111857	11	1	3	5	1	1	5	0	88	0	0	39.8911	0	0
UL	0.112786	11	2	3	1	1	1	1	0	88	0	0	41.1684 	0	0
UL	0.112804	11	2	3	2	1	1	2	0	88	0	0	41.4959 	0	0
UL	0.112821	11	2	3	3	1	1	3	0	88	0	0	41.6657 	0	0
UL	0.112839	11	2	3	4	1	1	4	0	88	0	0	36.0746 	0	0
UL	0.112857	11	2	3	5	1	1	5	0	88	0	0	40.1048 	0	0
DL	0.113536	11	3	2	1	1	1	1	0	2126	28	0	41.19	0	0
DL	0.113554	11	3	2	2	1	1	2	0	2126	28	0	41.5317	0	0
DL	0.113571	11	3	2	3	1	1	3	0	2126	28	0	41.7386	0	0
DL	0.113589	11	3	2	4	1	1	4	0	2126	28	0	35.9765	0	0
DL	0.113607	11	3	2	5	1	1	5	0	2126	28	0	40.0574	0	0
DL	0.135571	13	5	2	1	3	1	1	0	6380	28	0	41.2068	0	0
DL	0.135625	13	5	2	4	3	1	2	0	6380	28	0	40.9338	0	0
DL	0.135661	13	5	2	7	2	1	3	0	4253	28	0	42.3314	0	0
DL	0.135696	13	5	2	9	2	1	4	0	4253	28	0	36.7096	0	0
DL	0.135732	13	5	2	11	2	1	5	0	4253	28	0	39.2511	0	0
DL	0.135821	13	5	3	1	3	1	3	0	6380	28	0	42.4168	0	0
DL	0.135875	13	5	3	4	3	1	4	0	6380	28	0	36.8037	0	0
DL	0.135911	13	5	3	7	2	1	5	0	4253	28	0	39.2417	0	0
DL	0.135946	13	5	3	9	2	1	1	0	4253	28	0	41.189	0	0
DL	0.135982	13	5	3	11	2	1	2	0	4253	28	0	40.8944	0	0
DL	0.136071	13	6	0	1	3	1	5	0	6380	28	0	39.2289	0	0
DL	0.136125	13	6	0	4	3	1	1	0	6380	28	0	41.21	0	0
DL	0.136161	13	6	0	7	2	1	2	0	4253	28	0	40.8661	0	0
DL	0.136196	13	6	0	9	2	1	3	0	4253	28	0	42.3496	0	0
DL	0.136232	13	6	0	11	2	1	4	0	4253	28	0	36.6857	0	0
DL	0.136321	13	6	1	1	3	1	2	0	6380	28	0	40.9156	0	0
DL	0.136375	13	6	1	4	3	1	3	0	6380	28	0	42.3918	0	0
DL	0.136411	13	6	1	7	2	1	4	0	4253	28	0	36.6242	0	0
DL	0.136446	13	6	1	9	2	1	5	0	4253	28	0	39.1114	0	0
DL	0.136482	13	6	1	11	2	1	1	0	4253	28	0	41.1446	0	0
DL	0.136554	13	6	2	1	2	1	4	0	4253	28	0	36.6759	0	0
DL	0.136589	13	6	2	3	2	1	5	0	4253	28	0	39.1682	0	0
DL	0.136607	13	6	2	5	1	1	1	0	2126	28	0	41.0641	0	0
DL	0.136625	13	6	2	6	1	1	2	0	2126	28	0	40.8903	0	0
DL	0.136643	13	6	2	7	1	1	3	0	2126	28	0	42.4523	0	0
UL	0.136661	13	6	2	8	1	1	4	0	2126	28	0	36.6624 	0	0
UL	0.136679	13	6	2	9	1	1	5	0	2126	28	0	39.133 	0	0
UL	0.136696	13	6	2	10	1	1	1	0	2126	28	0	41.0747 	0	0
UL	0.136714	13	6	2	11	1	1	2	0	2126	28	0	40.8691 	0	0
UL	0.136732	13	6	2	12	1	1	3	0	2126	28	0	42.4673 	0	0
DL	0.136804	13	6	3	1	2	1	1	0	4253	28	0	41.0788	0	0
DL	0.136839	13	6	3	3	2	1	2	0	4253	28	0	40.921	0	0
DL	0.136857	13	6	3	5	1	1	3	0	2126	28	0	42.4097	0	0
DL	0.136875	13	6	3	6	1	1	4	0	2126	28	0	36.7087	0	0
DL	0.136893	13	6	3	7	1	1	5	0	2126	28	0	39.0077	0	0
UL	0.136911	13	6	3	8	1	1	1	0	2126	28	0	41.1167 	0	0
UL	0.136929	13	6	3	9	1	1	2	0	2126	28	0	40.9212 	0	0
UL	0.136946	13	6	3	10	1	1	3	0	2126	28	0	42.4349 	0	0
UL	0.136964	13	6	3	11	1	1	4	0	2126	28	0	36.6795 	0	0
UL	0.136982	13	6	3	12	1	1	5	0	2126	28	0	39.0543 	0	0
DL	0.137036	13	7	0	1	1	1	3	0	2126	28	0	42.4071	0	0
DL	0.137054	13	7	0	2	1	1	4	0	2126	28	0	36.6886	0	0
DL	0.137071	13	7	0	3	1	1	5	0	2126	28	0	38.9983	0	0
UL	0.137089	13	7	0	4	1	1	3	0	2126	28	0	42.4121 	0	0
UL	0.137107	13	7	0	5	1	1	4	0	2126	28	0	36.7071 	0	0
UL	0.137125	13	7	0	6	1	1	5	0	2126	28	0	38.9832 	0	0
UL	0.137143	13	7	0	7	1	1	1	0	2126	28	0	41.2114 	0	0
UL	0.137286	13	7	1	1	1	1	3	0	2126	28	0	42.374 	0	0
UL	0.137304	13	7	1	2	1	1	5	0	2126	28	0	39.001 	0	0
UL	0.137321	13	7	1	3	1	1	1	0	2126	28	0	41.1988 	0	0
UL	0.137339	13	7	1	4	1	1	2	0	2126	28	0	40.7766 	0	0
DL	0.137536	13	7	2	1	1	1	3	0	2126	28	0	42.2907	0	0
DL	0.137554	13	7	2	2	1	1	4	0	2126	28	0	36.7556	0	0
DL	0.137571	13	7	2	3	1	1	5	0	2126	28	0	39.0464	0	0
DL	0.137589	13	7	2	4	1	1	1	0	2126	28	0	41.2699	0	0
DL	0.137607	13	7	2	5	1	1	2	0	2126	28	0	40.8517	0	0
UL	0.137625	13	7	2	6	1	1	3	0	2126	28	0	42.3001 	0	0
UL	0.137643	13	7	2	7	1	1	4	0	2126	28	0	36.7668 	0	0
UL	0.137661	13	7	2	8	1	1	5	0	2126	28	0	39.0487 	0	0
UL	0.137679	13	7	2	9	1	1	1	0	2126	28	0	41.2461 	0	0
UL	0.137696	13	7	2	10	1	1	2	0	2126	28	0	40.8863 	0	0
UL	0.138536	13	8	2	1	1	1	3	0	2126	28	0	42.1358 	0	0
UL	0.138554	13	8	2	2	1	1	4	0	2126	28	0	36.6578 	0	0
UL	0.138571	13	8	2	3	1	1	5	0	2126	28	0	38.932 	0	0
UL	0.138589	13	8	2	4	1	1	1	0	2126	28	0	41.2617 	0	0
UL	0.138607	13	8	2	5	1	1	2	0	2126	28	0	41.2232 	0	0
DL	0.139286	13	9	1	1	1	1	3	0	2126	28	0	41.9963	0	0
DL	0.139304	13	9	1	2	1	1	4	0	2126	28	0	36.6302	0	0
DL	0.139321	13	9	1	3	1	1	5	0	2126	28	0	38.8848	0	0
DL	0.139339	13	9	1	4	1	1	1	0	2126	28	0	41.3285	0	0
DL	0.139357	13	9	1	5	1	1	2	0	2126	28	0	41.123	0	0
DL	0.159571	15	9	2	1	3	1	3	0	6380	28	0	42.7798	0	0
DL	0.159625	15	9	2	4	3	1	4	0	6380	28	0	37.3869	0	0
DL	0.159661	15	9	2	7	2	1	5	0	4253	28	0	39.2472	0	0
DL	0.159696	15	9	2	9	2	1	1	0	4253	28	0	40.9401	0	0
DL	0.159732	15	9	2	11	2	1	2	0	4253	28	0	41.3632	0	0
DL	0.159821	15	9	3	1	3	1	5	0	6380	28	0	39.2541	0	0
DL	0.159875	15	9	3	4	3	1	1	0	6380	28	0	40.9415	0	0
DL	0.159911	15	9	3	7	2	1	2	0	4253	28	0	41.3975	0	0
DL	0.159946	15	9	3	9	2	1	3	0	4253	28	0	42.7728	0	0
DL	0.159982	15	9	3	11	2	1	4	0	4253	28	0	37.3137	0	0
DL	0.160071	16	0	0	1	3	1	2	0	6380	28	0	41.2989	0	0
DL	0.160125	16	0	0	4	3	1	3	0	6380	28	0	42.6889	0	0
DL	0.160161	16	0	0	7	2	1	4	0	4253	28	0	37.2146	0	0
DL	0.160196	16	0	0	9	2	1	5	0	4253	28	0	39.2859	0	0
DL	0.160232	16	0	0	11	2	1	1	0	4253	28	0	40.9748	0	0
DL	0.160321	16	0	1	1	3	1	4	0	6380	28	0	37.2827	0	0
DL	0.160375	16	0	1	4	3	1	5	0	6380	28	0	39.2977	0	0
DL	0.160411	16	0	1	7	2	1	1	0	4253	28	0	40.9568	0	0
DL	0.160446	16	0	1	9	2	1	2	0	4253	28	0	41.1195	0	0
DL	0.160482	16	0	1	11	2	1	3	0	4253	28	0	42.6937	0	0
DL	0.160554	16	0	2	1	2	1	1	0	4253	28	0	40.8979	0	0
DL	0.160589	16	0	2	3	2	1	2	0	4253	28	0	41.091	0	0
DL	0.160607	16	0	2	5	1	1	3	0	2126	28	0	42.693	0	0
DL	0.160625	16	0	2	6	1	1	4	0	2126	28	0	37.2531	0	0
DL	0.160643	16	0	2	7	1	1	5	0	2126	28	0	39.2834	0	0
UL	0.160661	16	0	2	8	1	1	1	0	2126	28	0	40.88 	0	0
UL	0.160679	16	0	2	9	1	1	2	0	2126	28	0	41.11 	0	0
UL	0.160696	16	0	2	10	1	1	3	0	2126	28	0	42.6084 	0	0
UL	0.160714	16	0	2	11	1	1	4	0	2126	28	0	37.2538 	0	0
UL	0.160732	16	0	2	12	1	1	5	0	2126	28	0	39.2511 	0	0
DL	0.160804	16	0	3	1	2	1	3	0	4253	28	0	42.642	0	0
DL	0.160839	16	0	3	3	2	1	4	0	4253	28	0	37.2353	0	0
DL	0.160857	16	0	3	5	1	1	5	0	2126	28	0	39.2058	0	0
DL	0.160875	16	0	3	6	1	1	1	0	2126	28	0	40.9117	0	0
DL	0.160893	16	0	3	7	1	1	2	0	2126	28	0	41.0941	0	0
UL	0.160911	16	0	3	8	1	1	3	0	2126	28	0	42.6081 	0	0
UL	0.160929	16	0	3	9	1	1	4	0	2126	28	0	37.264 	0	0
UL	0.160946	16	0	3	10	1	1	5	0	2126	28	0	39.1713 	0	0
UL	0.160964	16	0	3	11	1	1	1	0	2126	28	0	40.9573 	0	0
UL	0.160982	16	0	3	12	1	1	2	0	2126	28	0	41.1172 	0	0
DL	0.161054	16	1	0	1	2	1	5	0	4253	28	0	39.1298	0	0
DL	0.161089	16	1	0	3	2	1	1	0	4253	28	0	40.9977	0	0
DL	0.161125	16	1	0	5	2	1	2	0	4253	28	0	41.09	0	0
DL	0.161143	16	1	0	7	1	1	3	0	2126	28	0	42.5308	0	0
DL	0.161161	16	1	0	8	1	1	4	0	2126	28	0	37.2092	0	0
UL	0.161179	16	1	0	9	1	1	5	0	2126	28	0	39.1973 	0	0
UL	0.161196	16	1	0	10	1	1	1	0	2126	28	0	41.0734 	0	0
UL	0.161214	16	1	0	11	1	1	2	0	2126	28	0	41.058 	0	0
UL	0.161232	16	1	0	12	1	1	3	0	2126	28	0	42.5185 	0	0
DL	0.161304	16	1	1	1	2	1	3	0	4253	28	0	42.4944	0	0
DL	0.161339	16	1	1	3	2	1	4	0	4253	28	0	37.2656	0	0
DL	0.161375	16	1	1	5	2	1	5	0	4253	28	0	39.1151	0	0
DL	0.161393	16	1	1	7	1	1	1	0	2126	28	0	41.0974	0	0
DL	0.161411	16	1	1	8	1	1	2	0	2126	28	0	41.1584	0	0
UL	0.161429	16	1	1	9	1	1	3	0	2126	28	0	42.4232 	0	0
UL	0.161446	16	1	1	10	1	1	4	0	2126	28	0	37.2869 	0	0
UL	0.161464	16	1	1	11	1	1	5	0	2126	28	0	39.0474 	0	0
UL	0.161482	16	1	1	12	1	1	2	0	2126	28	0	41.1549 	0	0
DL	0.161554	16	1	2	1	2	1	1	0	4253	28	0	41.1451	0	0
DL	0.161589	16	1	2	3	2	1	2	0	4253	28	0	41.1515	0	0
DL	0.161607	16	1	2	5	1	1	3	0	2126	28	0	42.5232	0	0
DL	0.161625	16	1	2	6	1	1	4	0	2126	28	0	37.2534	0	0
DL	0.161643	16	1	2	7	1	1	5	0	2126	28	0	39.039	0	0
UL	0.161661	16	1	2	8	1	1	1	0	2126	28	0	41.1077 	0	0
UL	0.161679	16	1	2	9	1	1	2	0	2126	28	0	41.1633 	0	0
UL	0.161696	16	1	2	10	1	1	3	0	2126	28	0	42.5072 	0	0
UL	0.161714	16	1	2	11	1	1	4	0	2126	28	0	37.2241 	0	0
UL	0.161732	16	1	2	12	1	1	5	0	2126	28	0	39.0459 	0	0
DL	0.161804	16	1	3	1	2	1	3	0	4253	28	0	42.5273	0	0
DL	0.161839	16	1	3	3	2	1	4	0	4253	28	0	37.1921	0	0
DL	0.161875	16	1	3	5	2	1	5	0	4253	28	0	39.0278	0	0
DL	0.161911	16	1	3	7	2	1	1	0	4253	28	0	40.9772	0	0
DL	0.161929	16	1	3	9	1	1	2	0	2126	28	0	41.1579	0	0
UL	0.161946	16	1	3	10	1	1	3	0	2126	28	0	42.6933 	0	0
UL	0.161964	16	1	3	11	1	1	4	0	2126	28	0	37.2549 	0	0
UL	0.161982	16	1	3	12	1	1	5	0	2126	28	0	39.0034 	0	0
DL	0.162054	16	2	0	1	2	1	2	0	4253	28	0	41.1324	0	0
DL	0.162071	16	2	0	3	1	1	3	0	2126	28	0	42.7336	0	0
DL	0.162089	16	2	0	4	1	1	4	0	2126	28	0	37.2084	0	0
DL	0.162107	16	2	0	5	1	1	5	0	2126	28	0	39.0364	0	0
DL	0.162125	16	2	0	6	1	1	1	0	2126	28	0	41.0566	0	0
UL	0.162143	16	2	0	7	1	1	2	0	2126	28	0	41.1885 	0	0
UL	0.162161	16	2	0	8	1	1	3	0	2126	28	0	42.71 	0	0
UL	0.162179	16	2	0	9	1	1	1	0	2126	28	0	41.0101 	0	0
UL	0.162286	16	2	1	1	1	1	1	0	2126	28	0	41.0138 	0	0
UL	0.162304	16	2	1	2	1	1	2	0	2126	28	0	41.0823 	0	0
UL	0.162321	16	2	1	3	1	1	4	0	2126	28	0	37.281 	0	0
UL	0.162339	16	2	1	4	1	1	5	0	2126	28	0	39.0331 	0	0
UL	0.162536	16	2	2	1	1	1	1	0	2126	28	0	40.984 	0	0
UL	0.162554	16	2	2	2	1	1	2	0	2126	28	0	41.1582 	0	0
UL	0.162571	16	2	2	3	1	1	3	0	2126	28	0	42.7242 	0	0
UL	0.162589	16	2	2	4	1	1	4	0	2126	28	0	37.2872 	0	0
DL	0.162786	16	2	3	1	1	1	2	0	2126	28	0	41.1968	0	0
DL	0.162804	16	2	3	2	1	1	3	0	2126	28	0	42.7697	0	0
DL	0.162821	16	2	3	3	1	1	4	0	2126	28	0	37.3077	0	0
DL	0.162839	16	2	3	4	1	1	5	0	2126	28	0	39.1269	0	0
UL	0.162857	16	2	3	5	1	1	2	0	2126	28	0	41.1576 	0	0
UL	0.162875	16	2	3	6	1	1	5	0	2126	28	0	39.1127 	0	0
DL	0.163036	16	3	0	1	1	1	1	0	2126	28	0	40.9565	0	0
UL	0.163054	16	3	0	2	1	1	2	0	2126	28	0	41.1896 	0	0
UL	0.163071	16	3	0	3	1	1	3	0	2126	28	0	42.91 	0	0
UL	0.163089	16	3	0	4	1	1	4	0	2126	28	0	37.1811 	0	0
UL	0.163107	16	3	0	5	1	1	5	0	2126	28	0	39.0685 	0	0
UL	0.163125	16	3	0	6	1	1	1	0	2126	28	0	40.9966 	0	0
DL	0.163286	16	3	1	1	1	1	2	0	2126	28	0	41.1244	0	0
DL	0.163304	16	3	1	2	1	1	3	0	2126	28	0	42.8296	0	0
DL	0.163321	16	3	1	3	1	1	4	0	2126	28	0	37.1596	0	0
DL	0.163339	16	3	1	4	1	1	5	0	2126	28	0	39.0988	0	0
DL	0.163357	16	3	1	5	1	1	1	0	2126	28	0	40.9827	0	0
DL	0.164286	16	4	1	1	1	1	2	0	2126	28	0	40.9874	0	0
DL	0.164304	16	4	1	2	1	1	3	0	2126	28	0	42.8104	0	0
DL	0.164321	16	4	1	3	1	1	4	0	2126	28	0	37.2094	0	0
DL	0.164339	16	4	1	4	1	1	5	0	2126	28	0	39.1643	0	0
DL	0.164357	16	4	1	5	1	1	1	0	2126	28	0	41.0161	0	0
UL	0.164375	16	4	1	6	1	1	2	0	2126	28	0	41.0132 	0	0
UL	0.164393	16	4	1	7	1	1	3	0	2126	28	0	42.7526 	0	0
UL	0.164411	16	4	1	8	1	1	4	0	2126	28	0	37.2657 	0	0
UL	0.164429	16	4	1	9	1	1	5	0	2126	28	0	39.1939 	0	0
UL	0.164446	16	4	1	10	1	1	1	0	2126	28	0	41.0175 	0	0
DL	0.165036	16	5	0	1	1	1	2	0	2126	28	0	41.0002	0	0
DL	0.165054	16	5	0	2	1	1	3	0	2126	28	0	42.7777	0	0
DL	0.165286	16	5	1	1	1	1	1	0	2126	28	0	41.204	0	0
UL	0.165304	16	5	1	2	1	1	2	0	2126	28	0	40.9386 	0	0
UL	0.165321	16	5	1	3	1	1	3	0	2126	28	0	42.5998 	0	0
UL	0.165339	16	5	1	4	1	1	4	0	2126	28	0	37.3727 	0	0
UL	0.165357	16	5	1	5	1	1	5	0	2126	28	0	38.9513 	0	0
UL	0.165375	16	5	1	6	1	1	1	0	2126	28	0	41.2515 	0	0
DL	0.165536	16	5	2	1	1	1	2	0	2126	28	0	41.01	0	0
DL	0.165554	16	5	2	2	1	1	3	0	2126	28	0	42.5947	0	0
DL	0.165571	16	5	2	3	1	1	4	0	2126	28	0	37.3293	0	0
DL	0.165589	16	5	2	4	1	1	5	0	2126	28	0	38.9631	0	0
DL	0.165607	16	5	2	5	1	1	1	0	2126	28	0	41.2254	0	0
DL	0.166536	16	6	2	1	1	1	2	0	2126	28	0	40.9756	0	0
DL	0.166554	16	6	2	2	1	1	3	0	2126	28	0	42.4104	0	0
DL	0.166571	16	6	2	3	1	1	4	0	2126	28	0	37.31	0	0
DL	0.166589	16	6	2	4	1	1	5	0	2126	28	0	38.6544	0	0
DL	0.166607	16	6	2	5	1	1	1	0	2126	28	0	41.4696	0	0
UL	0.166625	16	6	2	6	1	1	2	0	2126	28	0	40.9726 	0	0
UL	0.166643	16	6	2	7	1	1	3	0	2126	28	0	42.3855 	0	0
UL	0.166661	16	6	2	8	1	1	4	0	2126	28	0	37.3554 	0	0
UL	0.166679	16	6	2	9	1	1	5	0	2126	28	0	38.6767 	0	0
UL	0.166696	16	6	2	10	1	1	1	0	2126	28	0	41.4059 	0	0
UL	0.167536	16	7	2	1	1	1	2	0	2126	28	0	40.9464 	0	0
UL	0.167554	16	7	2	2	1	1	3	0	2126	28	0	42.2183 	0	0
UL	0.167571	16	7	2	3	1	1	4	0	2126	28	0	37.3998 	0	0
UL	0.167589	16	7	2	4	1	1	5	0	2126	28	0	38.7723 	0	0
UL	0.167607	16	7	2	5	1	1	1	0	2126	28	0	41.1087 	0	0
UL	0.171536	17	1	2	1	1	1	2	0	2126	28	0	41.4013 	0	0
UL	0.171554	17	1	2	2	1	1	3	0	2126	28	0	42.1207 	0	0
UL	0.171571	17	1	2	3	1	1	4	0	2126	28	0	37.64 	0	0
UL	0.171589	17	1	2	4	1	1	5	0	2126	28	0	38.6158 	0	0
UL	0.171607	17	1	2	5	1	1	1	0	2126	28	0	41.0505 	0	0
DL	0.172286	17	2	1	1	1	1	2	0	2126	28	0	41.4731	0	0
DL	0.172304	17	2	1	2	1	1	3	0	2126	28	0	42.219	0	0
DL	0.172321	17	2	1	3	1	1	4	0	2126	28	0	37.5557	0	0
DL	0.172339	17	2	1	4	1	1	5	0	2126	28	0	38.5682	0	0
DL	0.172357	17	2	1	5	1	1	1	0	2126	28	0	40.9527	0	0
DL	0.183571	18	3	2	1	3	1	2	0	6380	28	0	41.0129	0	0
DL	0.183625	18	3	2	4	3	1	3	0	6380	28	0	41.4007	0	0
DL	0.183661	18	3	2	7	2	1	4	0	4253	28	0	37.5539	0	0
DL	0.183696	18	3	2	9	2	1	5	0	4253	28	0	38.1954	0	0
DL	0.183732	18	3	2	11	2	1	1	0	4253	28	0	41.6213	0	0
DL	0.183821	18	3	3	1	3	1	4	0	6380	28	0	37.5511	0	0
DL	0.183875	18	3	3	4	3	1	5	0	6380	28	0	38.1665	0	0
DL	0.183911	18	3	3	7	2	1	1	0	4253	28	0	41.5123	0	0
DL	0.183946	18	3	3	9	2	1	2	0	4253	28	0	41.099	0	0
DL	0.183982	18	3	3	11	2	1	3	0	4253	28	0	41.3864	0	0
DL	0.184071	18	4	0	1	3	1	1	0	6380	28	0	41.5125	0	0
DL	0.184125	18	4	0	4	3	1	2	0	6380	28	0	41.1203	0	0
DL	0.184161	18	4	0	7	2	1	3	0	4253	28	0	41.4017	0	0
DL	0.184196	18	4	0	9	2	1	4	0	4253	28	0	37.5673	0	0
DL	0.184232	18	4	0	11	2	1	5	0	4253	28	0	38.1549	0	0
DL	0.184321	18	4	1	1	3	1	3	0	6380	28	0	41.4373	0	0
DL	0.184375	18	4	1	4	3	1	4	0	6380	28	0	37.5119	0	0
DL	0.184411	18	4	1	7	2	1	5	0	4253	28	0	38.1491	0	0
DL	0.184446	18	4	1	9	2	1	1	0	4253	28	0	41.4995	0	0
DL	0.184482	18	4	1	11	2	1	2	0	4253	28	0	41.0431	0	0
DL	0.184554	18	4	2	1	2	1	5	0	4253	28	0	38.1184	0	0
DL	0.184589	18	4	2	3	2	1	1	0	4253	28	0	41.5275	0	0
DL	0.184607	18	4	2	5	1	1	2	0	2126	28	0	41.031	0	0
DL	0.184625	18	4	2	6	1	1	3	0	2126	28	0	41.4905	0	0
DL	0.184643	18	4	2	7	1	1	4	0	2126	28	0	37.5649	0	0
UL	0.184661	18	4	2	8	1	1	5	0	2126	28	0	38.1913 	0	0
UL	0.184679	18	4	2	9	1	1	1	0	2126	28	0	41.5249 	0	0
UL	0.184696	18	4	2	10	1	1	2	0	2126	28	0	41.1254 	0	0
UL	0.184714	18	4	2	11	1	1	3	0	2126	28	0	41.4816 	0	0
UL	0.184732	18	4	2	12	1	1	4	0	2126	28	0	37.5947 	0	0
UL	0.184786	18	4	3	1	1	1	2	0	2126	28	0	41.0637 	0	0
UL	0.184804	18	4	3	2	1	1	3	0	2126	28	0	41.4346 	0	0
UL	0.184821	18	4	3	3	1	1	4	0	2126	28	0	37.5585 	0	0
UL	0.184839	18	4	3	4	1	1	5	0	2126	28	0	38.163 	0	0
UL	0.184857	18	4	3	5	1	1	1	0	2126	28	0	41.5426 	0	0
UL	0.185036	18	5	0	1	1	1	2	0	2126	28	0	41.0913 	0	0
UL	0.185054	18	5	0	2	1	1	4	0	2126	28	0	37.5676 	0	0
UL	0.185071	18	5	0	3	1	1	5	0	2126	28	0	38.113 	0	0
UL	0.185089	18	5	0	4	1	1	1	0	2126	28	0	41.4755 	0	0
UL	0.185286	18	5	1	1	1	1	2	0	2126	28	0	41.2024 	0	0
UL	0.185304	18	5	1	2	1	1	3	0	2126	28	0	41.6131 	0	0
UL	0.185321	18	5	1	3	1	1	4	0	2126	28	0	37.6505 	0	0
UL	0.185339	18	5	1	4	1	1	1	0	2126	28	0	41.4663 	0	0
DL	0.185536	18	5	2	1	1	1	2	0	2126	28	0	41.1222	0	0
DL	0.185554	18	5	2	2	1	1	3	0	2126	28	0	41.7364	0	0
DL	0.185571	18	5	2	3	1	1	4	0	2126	28	0	37.5422	0	0
DL	0.185589	18	5	2	4	1	1	5	0	2126	28	0	38.0465	0	0
DL	0.185607	18	5	2	5	1	1	1	0	2126	28	0	41.4164	0	0
UL	0.185625	18	5	2	6	1	1	2	0	2126	28	0	41.0856 	0	0
UL	0.185643	18	5	2	7	1	1	3	0	2126	28	0	41.7458 	0	0
UL	0.185661	18	5	2	8	1	1	4	0	2126	28	0	37.5609 	0	0
UL	0.185679	18	5	2	9	1	1	5	0	2126	28	0	37.9827 	0	0
UL	0.185696	18	5	2	10	1	1	1	0	2126	28	0	41.4263 	0	0
UL	0.186536	18	6	2	1	1	1	2	0	2126	28	0	41.0286 	0	0
UL	0.186554	18	6	2	2	1	1	3	0	2126	28	0	41.6493 	0	0
UL	0.186571	18	6	2	3	1	1	4	0	2126	28	0	37.6265 	0	0
UL	0.186589	18	6	2	4	1	1	5	0	2126	28	0	38.237 	0	0
UL	0.186607	18	6	2	5	1	1	1	0	2126	28	0	41.4851 	0	0
DL	0.186786	18	6	3	1	1	1	2	0	2126	28	0	41.0114	0	0
DL	0.186804	18	6	3	2	1	1	3	0	2126	28	0	41.6563	0	0
DL	0.186821	18	6	3	3	1	1	4	0	2126	28	0	37.6506	0	0
DL	0.186839	18	6	3	4	1	1	5	0	2126	28	0	38.1363	0	0
DL	0.186857	18	6	3	5	1	1	1	0	2126	28	0	41.5191	0	0
DL	0.187786	18	7	3	1	1	1	2	0	2126	28	0	40.8777	0	0
DL	0.187804	18	7	3	2	1	1	3	0	2126	28	0	41.7249	0	0
DL	0.187821	18	7	3	3	1	1	4	0	2126	28	0	37.589	0	0
DL	0.187839	18	7	3	4	1	1	5	0	2126	28	0	38.3787	0	0
DL	0.187857	18	7	3	5	1	1	1	0	2126	28	0	41.5151	0	0
UL	0.187875	18	7	3	6	1	1	2	0	2126	28	0	40.8865 	0	0
UL	0.187893	18	7	3	7	1	1	3	0	2126	28	0	41.7269 	0	0
UL	0.187911	18	7	3	8	1	1	4	0	2126	28	0	37.5663 	0	0
UL	0.187929	18	7	3	9	1	1	5	0	2126	28	0	38.4078 	0	0
