DL/UL	time	frame	subF	slot	1stSym	symbol#	cellId	rnti	ccId	tbSize	mcs	rv	SINR(dB)	corrupt	TBler
DL	0.449786	44	9	3	1	1	1	1	0	2126	28	0	41.94	0	0
DL	0.449804	44	9	3	2	1	1	2	0	2126	28	0	40.6719	0	0
DL	0.449821	44	9	3	3	1	1	3	0	2126	28	0	43.8108	0	0
UL	0.449839	44	9	3	4	1	1	1	0	2126	28	0	41.9694 	0	0
UL	0.449857	44	9	3	5	1	1	2	0	2126	28	0	40.6549 	0	0
UL	0.449875	44	9	3	6	1	1	3	0	2126	28	0	43.8073 	0	0
UL	0.450786	45	0	3	1	1	1	1	0	2126	28	0	41.7005 	0	0
UL	0.450804	45	0	3	2	1	1	2	0	2126	28	0	40.5803 	0	0
UL	0.450821	45	0	3	3	1	1	3	0	2126	28	0	43.6192 	0	0
DL	0.451036	45	1	0	1	1	1	1	0	2126	28	0	41.6872	0	0
DL	0.451054	45	1	0	2	1	1	2	0	2126	28	0	40.4681	0	0
DL	0.451071	45	1	0	3	1	1	3	0	2126	28	0	43.6646	0	0
DL	0.451107	45	1	0	4	2	1	4	0	4253	28	0	34.8123	0	0
DL	0.451143	45	1	0	6	2	1	5	0	4253	28	0	40.5137	0	0
DL	0.451286	45	1	1	1	1	1	4	0	2126	28	0	34.7028	0	0
DL	0.451304	45	1	1	2	1	1	5	0	2126	28	0	40.4906	0	0
DL	0.452036	45	2	0	1	1	1	1	0	2126	28	0	41.8561	0	0
DL	0.452054	45	2	0	2	1	1	2	0	2126	28	0	40.411	0	0
DL	0.452071	45	2	0	3	1	1	3	0	2126	28	0	43.8412	0	0
UL	0.452089	45	2	0	4	1	1	4	0	2126	28	0	34.8428 	0	0
UL	0.452107	45	2	0	5	1	1	5	0	2126	28	0	40.3985 	0	0
UL	0.452125	45	2	0	6	1	1	1	0	2126	28	0	41.8202 	0	0
UL	0.452143	45	2	0	7	1	1	2	0	2126	28	0	40.4445 	0	0
UL	0.452161	45	2	0	8	1	1	3	0	2126	28	0	43.8987 	0	0
UL	0.452286	45	2	1	1	1	1	4	0	2126	28	0	34.8162 	0	0
UL	0.452304	45	2	1	2	1	1	5	0	2126	28	0	40.4118 	0	0
DL	0.452786	45	2	3	1	1	1	4	0	2126	28	0	34.5686	0	0
DL	0.452804	45	2	3	2	1	1	5	0	2126	28	0	40.4073	0	0
UL	0.453036	45	3	0	1	1	1	1	0	2126	28	0	41.7183 	0	0
UL	0.453054	45	3	0	2	1	1	2	0	2126	28	0	40.5875 	0	0
UL	0.453071	45	3	0	3	1	1	3	0	2126	28	0	43.8709 	0	0
DL	0.453286	45	3	1	1	1	1	1	0	2126	28	0	41.7415	0	0
DL	0.453304	45	3	1	2	1	1	2	0	2126	28	0	40.619	0	0
DL	0.453321	45	3	1	3	1	1	3	0	2126	28	0	43.7333	0	0
DL	0.454286	45	4	1	1	1	1	1	0	2126	28	0	41.7874	0	0
DL	0.454304	45	4	1	2	1	1	2	0	2126	28	0	40.475	0	0
DL	0.454321	45	4	1	3	1	1	3	0	2126	28	0	43.9376	0	0
UL	0.454339	45	4	1	4	1	1	1	0	2126	28	0	41.7782 	0	0
UL	0.454357	45	4	1	5	1	1	2	0	2126	28	0	40.4247 	0	0
UL	0.454375	45	4	1	6	1	1	3	0	2126	28	0	43.9178 	0	0
UL	0.455286	45	5	1	1	1	1	1	0	2126	28	0	41.6942 	0	0
UL	0.455304	45	5	1	2	1	1	2	0	2126	28	0	40.5844 	0	0
UL	0.455321	45	5	1	3	1	1	3	0	2126	28	0	43.7468 	0	0
DL	0.455536	45	5	2	1	1	1	1	0	2126	28	0	41.6745	0	0
DL	0.455554	45	5	2	2	1	1	2	0	2126	28	0	40.5242	0	0
DL	0.455571	45	5	2	3	1	1	3	0	2126	28	0	43.7598	0	0
DL	0.456321	45	6	1	1	3	1	4	0	6380	28	0	34.5574	0	0
DL	0.456375	45	6	1	4	3	1	5	0	6380	28	0	40.3982	0	0
DL	0.456536	45	6	2	1	1	1	1	0	2126	28	0	41.4619	0	0
DL	0.456554	45	6	2	2	1	1	2	0	2126	28	0	40.4338	0	0
DL	0.456571	45	6	2	3	1	1	3	0	2126	28	0	43.7428	0	0
UL	0.456589	45	6	2	4	1	1	1	0	2126	28	0	41.5205 	0	0
UL	0.456625	45	6	2	5	2	1	2	0	4253	28	0	40.4214 	0	0
UL	0.456661	45	6	2	7	2	1	3	0	4253	28	0	43.7039 	0	0
UL	0.457286	45	7	1	1	1	1	4	0	2126	28	0	34.6454 	0	0
UL	0.457304	45	7	1	2	1	1	5	0	2126	28	0	40.4082 	0	0
UL	0.457536	45	7	2	1	1	1	1	0	2126	28	0	41.5721 	0	0
UL	0.457571	45	7	2	2	2	1	2	0	4253	28	0	40.631 	0	0
UL	0.457607	45	7	2	4	2	1	3	0	4253	28	0	43.8029 	0	0
DL	0.457786	45	7	3	1	1	1	1	0	2126	28	0	41.4785	0	0
DL	0.457804	45	7	3	2	1	1	2	0	2126	28	0	40.6145	0	0
DL	0.457821	45	7	3	3	1	1	3	0	2126	28	0	43.8393	0	0
DL	0.458036	45	8	0	1	1	1	4	0	2126	28	0	34.7054	0	0
DL	0.458054	45	8	0	2	1	1	5	0	2126	28	0	40.3397	0	0
DL	0.458786	45	8	3	1	1	1	1	0	2126	28	0	41.4314	0	0
DL	0.458804	45	8	3	2	1	1	2	0	2126	28	0	40.733	0	0
DL	0.458821	45	8	3	3	1	1	3	0	2126	28	0	43.9293	0	0
UL	0.458839	45	8	3	4	1	1	1	0	2126	28	0	41.4333 	0	0
UL	0.458875	45	8	3	5	2	1	2	0	4253	28	0	40.7108 	0	0
UL	0.458911	45	8	3	7	2	1	3	0	4253	28	0	43.8855 	0	0
UL	0.459786	45	9	3	1	1	1	1	0	2126	28	0	41.4444 	0	0
UL	0.459821	45	9	3	2	2	1	2	0	4253	28	0	40.8459 	0	0
UL	0.459857	45	9	3	4	2	1	3	0	4253	28	0	43.9933 	0	0
DL	0.460036	46	0	0	1	1	1	1	0	2126	28	0	41.3786	0	0
DL	0.460054	46	0	0	2	1	1	2	0	2126	28	0	40.7477	0	0
DL	0.460071	46	0	0	3	1	1	3	0	2126	28	0	44.0178	0	0
DL	0.461036	46	1	0	1	1	1	1	0	2126	28	0	41.3344	0	0
DL	0.461054	46	1	0	2	1	1	2	0	2126	28	0	40.6622	0	0
DL	0.461071	46	1	0	3	1	1	3	0	2126	28	0	43.864	0	0
UL	0.461089	46	1	0	4	1	1	1	0	2126	28	0	41.3747 	0	0
UL	0.461125	46	1	0	5	2	1	2	0	4253	28	0	40.6612 	0	0
UL	0.461161	46	1	0	7	2	1	3	0	4253	28	0	43.9192 	0	0
UL	0.462036	46	2	0	1	1	1	1	0	2126	28	0	41.4268 	0	0
UL	0.462071	46	2	0	2	2	1	2	0	4253	28	0	40.6899 	0	0
UL	0.462107	46	2	0	4	2	1	3	0	4253	28	0	43.8021 	0	0
DL	0.462286	46	2	1	1	1	1	1	0	2126	28	0	41.4057	0	0
DL	0.462304	46	2	1	2	1	1	2	0	2126	28	0	40.674	0	0
DL	0.462321	46	2	1	3	1	1	3	0	2126	28	0	43.8519	0	0
DL	0.463286	46	3	1	1	1	1	1	0	2126	28	0	41.5579	0	0
DL	0.463304	46	3	1	2	1	1	2	0	2126	28	0	40.3933	0	0
DL	0.463321	46	3	1	3	1	1	3	0	2126	28	0	43.9025	0	0
UL	0.463357	46	3	1	4	2	1	1	0	4253	28	0	41.5576 	0	0
UL	0.463393	46	3	1	6	2	1	2	0	4253	28	0	40.3872 	0	0
UL	0.463429	46	3	1	8	2	1	3	0	4253	28	0	43.9048 	0	0
UL	0.464304	46	4	1	1	2	1	1	0	4253	28	0	41.6349 	0	0
UL	0.464339	46	4	1	3	2	1	2	0	4253	28	0	40.3102 	0	0
UL	0.464375	46	4	1	5	2	1	3	0	4253	28	0	43.9349 	0	0
DL	0.464536	46	4	2	1	1	1	1	0	2126	28	0	41.6872	0	0
DL	0.464554	46	4	2	2	1	1	2	0	2126	28	0	40.2992	0	0
DL	0.464571	46	4	2	3	1	1	3	0	2126	28	0	43.9367	0	0
DL	0.465536	46	5	2	1	1	1	1	0	2126	28	0	41.7455	0	0
UL	0.465571	46	5	2	2	2	1	1	0	4253	28	0	41.7487 	0	0
UL	0.465607	46	5	2	4	2	1	2	0	4253	28	0	40.1379 	0	0
UL	0.465643	46	5	2	6	2	1	3	0	4253	28	0	43.9712 	0	0
UL	0.466554	46	6	2	1	2	1	1	0	4253	28	0	41.6667 	0	0
DL	0.466786	46	6	3	1	1	1	1	0	2126	28	0	41.61	0	0
DL	0.467786	46	7	3	1	1	1	1	0	2126	28	0	41.5721	0	0
UL	0.467821	46	7	3	2	2	1	1	0	4253	28	0	41.5886 	0	0
UL	0.468804	46	8	3	1	2	1	1	0	4253	28	0	41.4212 	0	0
DL	0.469036	46	9	0	1	1	1	1	0	2126	28	0	41.5435	0	0
UL	0.469554	46	9	2	1	2	1	2	0	4253	28	0	40.0512 	0	0
UL	0.469589	46	9	2	3	2	1	3	0	4253	28	0	43.9887 	0	0
DL	0.470036	47	0	0	1	1	1	1	0	2126	28	0	41.5482	0	0
UL	0.470071	47	0	0	2	2	1	1	0	4253	28	0	41.5552 	0	0
DL	0.470286	47	0	1	1	1	1	2	0	2126	28	0	40.1918	0	0
DL	0.470304	47	0	1	2	1	1	3	0	2126	28	0	44.1337	0	0
UL	0.471054	47	1	0	1	2	1	1	0	4253	28	0	41.6751 	0	0
DL	0.471286	47	1	1	1	1	1	1	0	2126	28	0	41.6091	0	0
UL	0.472304	47	2	1	1	2	1	1	0	4253	28	0	41.5752 	0	0
DL	0.474857	47	4	3	1	5	1	4	0	10634	28	0	34.9381	0	0
DL	0.474946	47	4	3	6	5	1	5	0	10634	28	0	40.3716	0	0
UL	0.475786	47	5	3	1	1	1	4	0	2126	28	0	35.0105 	0	0
UL	0.476036	47	6	0	1	1	1	5	0	2126	28	0	40.3736 	0	0
UL	0.476304	47	6	1	1	2	1	1	0	4253	28	0	41.2975 	0	0
DL	0.476536	47	6	2	1	1	1	4	0	2126	28	0	35.1375	0	0
DL	0.476786	47	6	3	1	1	1	5	0	2126	28	0	40.3954	0	0
DL	0.477036	47	7	0	1	1	1	1	0	2126	28	0	41.2486	0	0
UL	0.477536	47	7	2	1	1	1	4	0	2126	28	0	35.3359 	0	0
UL	0.477786	47	7	3	1	1	1	5	0	2126	28	0	40.2485 	0	0
DL	0.478286	47	8	1	1	1	1	4	0	2126	28	0	35.1916	0	0
DL	0.478536	47	8	2	1	1	1	5	0	2126	28	0	40.3065	0	0
DL	0.480107	48	0	0	1	5	1	5	0	10634	28	0	40.231	0	0
DL	0.480196	48	0	0	6	5	1	4	0	10634	28	0	35.098	0	0
UL	0.481036	48	1	0	1	1	1	5	0	2126	28	0	40.2401 	0	0
UL	0.481286	48	1	1	1	1	1	4	0	2126	28	0	34.996 	0	0
DL	0.481786	48	1	3	1	1	1	5	0	2126	28	0	40.2656	0	0
DL	0.482036	48	2	0	1	1	1	4	0	2126	28	0	35.0047	0	0
UL	0.482786	48	2	3	1	1	1	5	0	2126	28	0	40.27 	0	0
UL	0.483036	48	3	0	1	1	1	4	0	2126	28	0	35.0666 	0	0
DL	0.483536	48	3	2	1	1	1	5	0	2126	28	0	40.286	0	0
DL	0.483786	48	3	3	1	1	1	4	0	2126	28	0	34.9748	0	0
DL	0.491304	49	1	1	1	2	1	2	0	4253	28	0	41.2248	0	0
DL	0.491339	49	1	1	3	2	1	3	0	4253	28	0	43.5421	0	0
DL	0.492357	49	2	1	1	5	1	2	0	10634	28	0	41.2428	0	0
DL	0.492446	49	2	1	6	5	1	3	0	10634	28	0	43.6308	0	0
UL	0.492464	49	2	1	11	1	1	2	0	2126	28	0	41.1858 	0	0
UL	0.492482	49	2	1	12	1	1	3	0	2126	28	0	43.674 	0	0
DL	0.492625	49	2	2	1	6	1	2	0	12761	28	0	41.1583	0	0
DL	0.492732	49	2	2	7	6	1	3	0	12761	28	0	43.6229	0	0
DL	0.492875	49	2	3	1	6	1	2	0	12761	28	0	41.1645	0	0
DL	0.492982	49	2	3	7	6	1	3	0	12761	28	0	43.7224	0	0
DL	0.493125	49	3	0	1	6	1	2	0	12761	28	0	41.1842	0	0
DL	0.493232	49	3	0	7	6	1	3	0	12761	28	0	43.7421	0	0
DL	0.493357	49	3	1	1	5	1	2	0	10634	28	0	41.1147	0	0
DL	0.493446	49	3	1	6	5	1	3	0	10634	28	0	43.7508	0	0
UL	0.493464	49	3	1	11	1	1	2	0	2126	28	0	41.1239 	0	0
UL	0.493482	49	3	1	12	1	1	3	0	2126	28	0	43.7235 	0	0
DL	0.493554	49	3	2	1	2	1	2	0	4253	28	0	41.1308	0	0
DL	0.493589	49	3	2	3	2	1	3	0	4253	28	0	43.7882	0	0
UL	0.493607	49	3	2	5	1	1	2	0	2126	28	0	41.0426 	0	0
UL	0.493625	49	3	2	6	1	1	3	0	2126	28	0	43.817 	0	0
UL	0.493786	49	3	3	1	1	1	2	0	2126	28	0	41.0796 	0	0
UL	0.493804	49	3	3	2	1	1	3	0	2126	28	0	43.7506 	0	0
UL	0.494036	49	4	0	1	1	1	2	0	2126	28	0	41.2546 	0	0
UL	0.494054	49	4	0	2	1	1	3	0	2126	28	0	43.7974 	0	0
UL	0.494286	49	4	1	1	1	1	2	0	2126	28	0	41.2279 	0	0
UL	0.494304	49	4	1	2	1	1	3	0	2126	28	0	43.7624 	0	0
DL	0.494536	49	4	2	1	1	1	2	0	2126	28	0	41.2339	0	0
DL	0.494554	49	4	2	2	1	1	3	0	2126	28	0	43.7797	0	0
UL	0.494571	49	4	2	3	1	1	2	0	2126	28	0	41.2112 	0	0
UL	0.494589	49	4	2	4	1	1	3	0	2126	28	0	43.7665 	0	0
UL	0.495536	49	5	2	1	1	1	2	0	2126	28	0	41.1758 	0	0
UL	0.495554	49	5	2	2	1	1	3	0	2126	28	0	43.6512 	0	0
DL	0.496286	49	6	1	1	1	1	2	0	2126	28	0	41.0158	0	0
DL	0.496304	49	6	1	2	1	1	3	0	2126	28	0	43.4816	0	0
DL	0.498661	49	8	2	1	8	1	4	0	17015	28	0	35.4661	0	0
DL	0.498911	49	8	3	1	8	1	5	0	17015	28	0	40.2682	0	0
DL	0.499232	49	9	0	1	12	1	1	0	25523	28	0	41.6586	0	0
DL	0.499357	49	9	1	1	5	1	1	0	10634	28	0	41.622	0	0
UL	0.499786	49	9	3	1	1	1	4	0	2126	28	0	35.4287 	0	0
UL	0.500036	50	0	0	1	1	1	5	0	2126	28	0	40.0028 	0	0
DL	0.500286	50	0	1	1	1	1	1	0	2126	28	0	41.6575	0	0
DL	0.500321	50	0	1	2	2	1	4	0	4253	28	0	35.6467	0	0
UL	0.500339	50	0	1	4	1	1	1	0	2126	28	0	41.6675 	0	0
DL	0.500536	50	0	2	1	1	1	4	0	2126	28	0	36.2313	0	0
DL	0.500589	50	0	2	2	3	1	5	0	6380	28	0	40.6789	0	0
DL	0.500786	50	0	3	1	1	1	5	0	2126	28	0	40.6738	0	0
DL	0.501036	50	1	0	1	1	1	1	0	2126	28	0	41.4203	0	0
UL	0.501286	50	1	1	1	1	1	1	0	2126	28	0	41.3838 	0	0
UL	0.501304	50	1	1	2	1	1	4	0	2126	28	0	35.6661 	0	0
DL	0.501536	50	1	2	1	1	1	1	0	2126	28	0	41.4355	0	0
UL	0.501554	50	1	2	2	1	1	4	0	2126	28	0	35.7276 	0	0
UL	0.501571	50	1	2	3	1	1	5	0	2126	28	0	40.7804 	0	0
DL	0.502036	50	2	0	1	1	1	4	0	2126	28	0	36.1372	0	0
DL	0.502536	50	2	2	1	1	1	1	0	2126	28	0	41.2847	0	0
UL	0.502554	50	2	2	2	1	1	1	0	2126	28	0	41.2826 	0	0
UL	0.503536	50	3	2	1	1	1	1	0	2126	28	0	41.0305 	0	0
DL	0.503786	50	3	3	1	1	1	1	0	2126	28	0	41.1614	0	0
DL	0.503929	50	3	3	2	8	1	5	0	17015	28	0	40.771	0	0
DL	0.504161	50	4	0	1	8	1	4	0	17015	28	0	36.1296	0	0
DL	0.504786	50	4	3	1	1	1	1	0	2126	28	0	41.1588	0	0
UL	0.504804	50	4	3	2	1	1	1	0	2126	28	0	41.1267 	0	0
UL	0.505036	50	5	0	1	1	1	5	0	2126	28	0	40.8141 	0	0
UL	0.505286	50	5	1	1	1	1	4	0	2126	28	0	36.2048 	0	0
DL	0.505571	50	5	2	1	3	1	5	0	6380	28	0	40.7422	0	0
DL	0.505786	50	5	3	1	1	1	5	0	2126	28	0	40.788	0	0
DL	0.505804	50	5	3	2	1	1	1	0	2126	28	0	41.2017	0	0
DL	0.505839	50	5	3	3	2	1	4	0	4253	28	0	36.6552	0	0
UL	0.505857	50	5	3	5	1	1	1	0	2126	28	0	41.1715 	0	0
DL	0.506036	50	6	0	1	1	1	4	0	2126	28	0	36.0372	0	0
UL	0.506536	50	6	2	1	1	1	5	0	2126	28	0	40.9334 	0	0
UL	0.506786	50	6	3	1	1	1	1	0	2126	28	0	40.9697 	0	0
UL	0.506804	50	6	3	2	1	1	4	0	2126	28	0	36.2566 	0	0
DL	0.507036	50	7	0	1	1	1	1	0	2126	28	0	40.9036	0	0
UL	0.507054	50	7	0	2	1	1	4	0	2126	28	0	36.1161 	0	0
DL	0.507536	50	7	2	1	1	1	4	0	2126	28	0	36.0245	0	0
DL	0.508036	50	8	0	1	1	1	1	0	2126	28	0	40.9207	0	0
UL	0.508054	50	8	0	2	1	1	1	0	2126	28	0	40.9054 	0	0
UL	0.509036	50	9	0	1	1	1	1	0	2126	28	0	40.8742 	0	0
DL	0.509286	50	9	1	1	1	1	1	0	2126	28	0	40.9694	0	0
DL	0.510286	51	0	1	1	1	1	1	0	2126	28	0	41.0546	0	0
UL	0.510304	51	0	1	2	1	1	1	0	2126	28	0	41.0804 	0	0
UL	0.510536	51	0	2	1	1	1	5	0	2126	28	0	40.8801 	0	0
DL	0.511286	51	1	1	1	1	1	5	0	2126	28	0	41.0264	0	0
UL	0.511304	51	1	1	2	1	1	1	0	2126	28	0	41.064 	0	0
DL	0.511536	51	1	2	1	1	1	1	0	2126	28	0	41.0101	0	0
DL	0.512536	51	2	2	1	1	1	1	0	2126	28	0	41.0842	0	0
UL	0.512554	51	2	2	2	1	1	1	0	2126	28	0	41.0756 	0	0
UL	0.513536	51	3	2	1	1	1	1	0	2126	28	0	41.2154 	0	0
DL	0.513786	51	3	3	1	1	1	1	0	2126	28	0	41.1479	0	0
DL	0.514786	51	4	3	1	1	1	1	0	2126	28	0	41.2855	0	0
UL	0.514804	51	4	3	2	1	1	1	0	2126	28	0	41.2808 	0	0
UL	0.515786	51	5	3	1	1	1	1	0	2126	28	0	41.5073 	0	0
DL	0.516036	51	6	0	1	1	1	1	0	2126	28	0	41.4047	0	0
DL	0.516821	51	6	3	1	3	1	2	0	6380	28	0	41.2005	0	0
DL	0.516875	51	6	3	4	3	1	3	0	6380	28	0	44.3167	0	0
DL	0.517036	51	7	0	1	1	1	1	0	2126	28	0	41.3357	0	0
UL	0.517054	51	7	0	2	1	1	1	0	2126	28	0	41.3245 	0	0
UL	0.517786	51	7	3	1	1	1	2	0	2126	28	0	41.1485 	0	0
UL	0.517804	51	7	3	2	1	1	3	0	2126	28	0	44.3483 	0	0
UL	0.518036	51	8	0	1	1	1	1	0	2126	28	0	41.2649 	0	0
DL	0.518286	51	8	1	1	1	1	1	0	2126	28	0	41.233	0	0
DL	0.518339	51	8	1	2	3	1	2	0	6380	28	0	40.9853	0	0
DL	0.518393	51	8	1	5	3	1	3	0	6380	28	0	44.3419	0	0
DL	0.518536	51	8	2	1	1	1	2	0	2126	28	0	40.9372	0	0
DL	0.518554	51	8	2	2	1	1	3	0	2126	28	0	44.3285	0	0
UL	0.519286	51	9	1	1	1	1	2	0	2126	28	0	41.0239 	0	0
UL	0.519304	51	9	1	2	1	1	3	0	2126	28	0	44.3438 	0	0
UL	0.519321	51	9	1	3	1	1	1	0	2126	28	0	41.157 	0	0
DL	0.522643	52	2	2	1	7	1	4	0	14888	28	0	36.1873	0	0
DL	0.522893	52	2	3	1	7	1	5	0	14888	28	0	40.3123	0	0
DL	0.523071	52	3	0	1	3	1	1	0	6380	28	0	41.3027	0	0
UL	0.523286	52	3	1	1	1	1	1	0	2126	28	0	41.3356 	0	0
UL	0.523304	52	3	1	2	1	1	2	0	2126	28	0	40.7802 	0	0
UL	0.523321	52	3	1	3	1	1	3	0	2126	28	0	44.7954 	0	0
UL	0.523536	52	3	2	1	1	1	4	0	2126	28	0	35.704 	0	0
DL	0.523786	52	3	3	1	1	1	1	0	2126	28	0	41.1811	0	0
UL	0.523804	52	3	3	2	1	1	5	0	2126	28	0	40.4815 	0	0
DL	0.524036	52	4	0	1	1	1	1	0	2126	28	0	41.1062	0	0
DL	0.524054	52	4	0	2	1	1	2	0	2126	28	0	40.8064	0	0
DL	0.524071	52	4	0	3	1	1	3	0	2126	28	0	44.944	0	0
DL	0.524107	52	4	0	4	2	1	4	0	4253	28	0	35.7976	0	0
UL	0.524125	52	4	0	6	1	1	1	0	2126	28	0	41.1378 	0	0
DL	0.524304	52	4	1	1	2	1	4	0	4253	28	0	35.8358	0	0
DL	0.524536	52	4	2	1	1	1	5	0	2126	28	0	40.4732	0	0
UL	0.524786	52	4	3	1	1	1	1	0	2126	28	0	41.1985 	0	0
DL	0.525036	52	5	0	1	1	1	1	0	2126	28	0	41.215	0	0
UL	0.525054	52	5	0	2	1	1	4	0	2126	28	0	35.9811 	0	0
UL	0.525286	52	5	1	1	1	1	4	0	2126	28	0	36.0603 	0	0
UL	0.525536	52	5	2	1	1	1	5	0	2126	28	0	40.5818 	0	0
DL	0.525786	52	5	3	1	1	1	4	0	2126	28	0	35.9032	0	0
DL	0.526054	52	6	0	1	2	1	1	0	4253	28	0	41.2738	0	0
DL	0.526286	52	6	1	1	1	1	5	0	2126	28	0	40.6118	0	0
DL	0.527321	52	7	1	1	3	1	1	0	6380	28	0	41.2025	0	0
DL	0.527946	52	7	3	1	10	1	5	0	21269	28	0	40.5754	0	0
DL	0.528143	52	8	0	1	7	1	4	0	14888	28	0	35.7173	0	0
DL	0.528286	52	8	1	1	1	1	1	0	2126	28	0	41.1358	0	0
UL	0.528304	52	8	1	2	1	1	1	0	2126	28	0	41.1942 	0	0
DL	0.529036	52	9	0	1	1	1	1	0	2126	28	0	41.1958	0	0
UL	0.529054	52	9	0	2	1	1	4	0	2126	28	0	36.3622 	0	0
UL	0.529071	52	9	0	3	1	1	5	0	2126	28	0	40.4022 	0	0
UL	0.529286	52	9	1	1	1	1	1	0	2126	28	0	41.1928 	0	0
DL	0.529536	52	9	2	1	1	1	1	0	2126	28	0	41.2498	0	0
DL	0.529625	52	9	2	2	5	1	4	0	10634	28	0	35.3913	0	0
DL	0.529786	52	9	3	1	1	1	4	0	2126	28	0	35.9578	0	0
DL	0.529804	52	9	3	2	1	1	5	0	2126	28	0	40.4471	0	0
DL	0.530536	53	0	2	1	1	1	1	0	2126	28	0	41.4732	0	0
UL	0.530554	53	0	2	2	1	1	4	0	2126	28	0	35.6474 	0	0
UL	0.530571	53	0	2	3	1	1	1	0	2126	28	0	41.5128 	0	0
UL	0.530786	53	0	3	1	1	1	4	0	2126	28	0	35.8383 	0	0
UL	0.530804	53	0	3	2	1	1	5	0	2126	28	0	40.3031 	0	0
DL	0.531286	53	1	1	1	1	1	4	0	2126	28	0	35.9864	0	0
DL	0.531536	53	1	2	1	1	1	5	0	2126	28	0	40.467	0	0
UL	0.531554	53	1	2	2	1	1	1	0	2126	28	0	41.3994 	0	0
DL	0.531786	53	1	3	1	1	1	1	0	2126	28	0	41.5179	0	0
DL	0.532786	53	2	3	1	1	1	1	0	2126	28	0	41.5328	0	0
UL	0.532804	53	2	3	2	1	1	1	0	2126	28	0	41.5504 	0	0
DL	0.533357	53	3	1	1	5	1	5	0	10634	28	0	40.4699	0	0
DL	0.533786	53	3	3	1	1	1	1	0	2126	28	0	41.5879	0	0
UL	0.533804	53	3	3	2	1	1	1	0	2126	28	0	41.5828 	0	0
UL	0.534286	53	4	1	1	1	1	5	0	2126	28	0	40.4794 	0	0
UL	0.534786	53	4	3	1	1	1	1	0	2126	28	0	41.6686 	0	0
DL	0.535036	53	5	0	1	1	1	1	0	2126	28	0	41.5981	0	0
DL	0.535054	53	5	0	2	1	1	5	0	2126	28	0	40.4536	0	0
DL	0.536036	53	6	0	1	1	1	1	0	2126	28	0	41.9306	0	0
UL	0.536054	53	6	0	2	1	1	1	0	2126	28	0	41.9098 	0	0
UL	0.536071	53	6	0	3	1	1	5	0	2126	28	0	40.7576 	0	0
DL	0.536786	53	6	3	1	1	1	5	0	2126	28	0	40.9628	0	0
UL	0.537036	53	7	0	1	1	1	1	0	2126	28	0	42.1168 	0	0
DL	0.537286	53	7	1	1	1	1	1	0	2126	28	0	42.2282	0	0
DL	0.538286	53	8	1	1	1	1	1	0	2126	28	0	42.1337	0	0
UL	0.538304	53	8	1	2	1	1	1	0	2126	28	0	42.1182 	0	0
UL	0.539286	53	9	1	1	1	1	1	0	2126	28	0	42.211 	0	0
DL	0.539536	53	9	2	1	1	1	1	0	2126	28	0	42.1814	0	0
DL	0.540536	54	0	2	1	1	1	1	0	2126	28	0	42.2603	0	0
DL	0.540625	54	0	2	2	5	1	2	0	10634	28	0	40.6261	0	0
DL	0.540714	54	0	2	7	5	1	3	0	10634	28	0	44.9822	0	0
UL	0.540732	54	0	2	12	1	1	1	0	2126	28	0	42.3244 	0	0
UL	0.541286	54	1	1	1	1	1	1	0	2126	28	0	42.4304 	0	0
UL	0.541536	54	1	2	1	1	1	2	0	2126	28	0	40.6504 	0	0
DL	0.541786	54	1	3	1	1	1	1	0	2126	28	0	42.4358	0	0
UL	0.541804	54	1	3	2	1	1	3	0	2126	28	0	45.0521 	0	0
DL	0.542036	54	2	0	1	1	1	1	0	2126	28	0	42.4634	0	0
DL	0.542286	54	2	1	1	1	1	2	0	2126	28	0	40.6233	0	0
DL	0.542536	54	2	2	1	1	1	3	0	2126	28	0	45.0084	0	0
DL	0.542786	54	2	3	1	1	1	1	0	2126	28	0	42.5286	0	0
UL	0.542804	54	2	3	2	1	1	1	0	2126	28	0	42.5137 	0	0
UL	0.543286	54	3	1	1	1	1	2	0	2126	28	0	40.5267 	0	0
DL	0.543536	54	3	2	1	1	1	1	0	2126	28	0	42.5281	0	0
UL	0.543554	54	3	2	2	1	1	3	0	2126	28	0	45.0648 	0	0
UL	0.543786	54	3	3	1	1	1	1	0	2126	28	0	42.5785 	0	0
DL	0.544036	54	4	0	1	1	1	1	0	2126	28	0	42.4909	0	0
DL	0.544054	54	4	0	2	1	1	2	0	2126	28	0	40.6476	0	0
DL	0.544286	54	4	1	1	1	1	3	0	2126	28	0	45.2301	0	0
DL	0.545036	54	5	0	1	1	1	1	0	2126	28	0	42.719	0	0
UL	0.545054	54	5	0	2	1	1	1	0	2126	28	0	42.7366 	0	0
DL	0.546107	54	6	0	1	5	1	2	0	10634	28	0	40.7066	0	0
DL	0.546196	54	6	0	6	5	1	3	0	10634	28	0	45.1333	0	0
UL	0.546214	54	6	0	11	1	1	1	0	2126	28	0	42.9284 	0	0
DL	0.546286	54	6	1	1	1	1	1	0	2126	28	0	42.9735	0	0
DL	0.546375	54	6	1	2	5	1	4	0	10634	28	0	36.0472	0	0
DL	0.546607	54	6	2	1	5	1	5	0	10634	28	0	40.3133	0	0
UL	0.547036	54	7	0	1	1	1	2	0	2126	28	0	40.6159 	0	0
DL	0.547286	54	7	1	1	1	1	1	0	2126	28	0	43.2214	0	0
UL	0.547304	54	7	1	2	1	1	1	0	2126	28	0	43.2556 	0	0
