% start	end	CellId	IMSI	RNTI	LCID	nTxPDUs	TxBytes	nRxPDUs	RxBytes	delay	stdDev	min	max	PduSize	stdDev	min	max
1.75	2	1	3	3	3	183	359167	183	359167	0.000601345	0.000195732	0	0.00083214	1962.66	2938.3	2	25520	
1.75	2	1	4	4	3	171	330053	172	330055	0.000610588	0.000191588	0	0.00083214	1918.92	2918.05	2	25520	
1.75	2	1	5	5	3	180	338825	180	338825	0.000602082	0.000215561	0	0.00083214	1882.36	2958.15	2	25520	
2	2.25	1	1	1	3	168	324249	169	325707	0.000600802	0.000184227	0	0.000814283	1927.26	2620.1	2	21266	
2	2.25	1	2	2	3	171	331552	171	331552	0.000604907	0.000190871	0	0.00083214	1938.9	2866.95	2	23393	
2	2.25	1	3	3	3	163	318413	165	321329	0.000610886	0.000189214	0	0.00083214	1947.45	3212.04	2	25520	
2	2.25	1	4	4	3	157	325545	157	325545	0.000611168	0.000186412	0	0.000814283	2073.54	2605.04	2	12758	
2	2.25	1	5	5	3	160	325551	160	325551	0.00062136	0.000211873	0	0.00083214	2034.69	2595.7	2	12758	
2.25	2.5	1	1	1	3	124	209621	125	209679	0.00058337	0.000210612	0	0.000814283	1677.43	2428.76	2	19139	
2.25	2.5	1	2	2	3	87	269600	88	269681	0.000548944	0.00026381	0	0.00083214	3064.56	5657.82	2	25520	
2.25	2.5	1	3	3	3	106	215133	106	215133	0.000601447	0.000186303	0	0.00083214	2029.56	3571.86	2	25520	
2.25	2.5	1	4	4	3	104	209434	105	209492	0.000608264	0.00018925	0	0.000796426	1995.16	2986.68	2	21266	
2.25	2.5	1	5	5	3	103	209400	104	209458	0.000627677	0.000185441	0	0.00083214	2014.02	3137.41	2	25520	
